"","id_str","text","date"
"48","945030174290186241","The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandate, brought it all together as to what an incredible year we had. Dont let the Fake News convince you otherwise...and our insider Polls are strong!",2017-12-24
"49","944927689638662145","The Fake News refuses to talk about how Big and how Strong our BASE is. They show Fake Polls just like they report Fake News. Despite only negative reporting, we are doing well - nobody is going to beat us. MAKE AMERICA GREAT AGAIN!",2017-12-24
"50","944908467499884544","RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99",2017-12-24
"51","944906847970119680",".@FoxNews-FBIs Andrew McCabe, in addition to his wife getting all of this money from M (Clinton Puppet), he was using, allegedly, his FBI Official Email Account to promote her campaign. You obviously cannot do this. These were the people who were investigating Hillary Clinton.",2017-12-24
"52","944703626454487042","Remember, the Republicans are 5-0 in Congressional races this year. In Senate, I said Roy M would lose in Alabama and supported Big Luther Strange - and Roy lost. Virginia candidate was not a Trumper, and he lost.  Good Republican candidates will win BIG!",2017-12-23
"53","944700332881440769","The Stock Market is setting record after record and unemployment is at a 17 year low. So many things accomplished by the Trump Administration, perhaps more than any other President in first year. Sadly, will never be reported correctly by the Fake News Media!",2017-12-23
"54","944667102312566784","Wow, FBI lawyer James Baker reassigned, according to @FoxNews.",2017-12-23
"55","944666448185692166","FBI Deputy Director Andrew McCabe is racing the clock to retire with full benefits. 90 days to go?!!!",2017-12-23
"56","944665687292817415","How can FBI Deputy Director Andrew McCabe, the man in charge, along with leakin James Comey, of the Phony Hillary Clinton investigation (including her 33,000 illegally deleted emails) be given $700,000 for wifes campaign by Clinton Puppets during investigation?",2017-12-23
"57","944659788826324992","RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7",2017-12-23
"58","944329684032081921","Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill.",2017-12-22
"59","944308491887316992","Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks: https://t.co/kMxoxEB68G https://t.co/OeAoA0sLfx",2017-12-22
"60","944308373373308929","The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!",2017-12-22
"61","944276471614509057","Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of Florida. He loves our Country and is a true FIGHTER!",2017-12-22
"62","944247868126318593","95% of Americans will pay less or, at worst, the same amount of taxes (mostly far less). The Dems only want to raise your taxes!",2017-12-22
"63","944222979147337728","Will be signing the biggest ever Tax Cut and Reform Bill in 30 minutes in Oval Office. Will also be signing a much needed 4 billion dollar missile defense bill.",2017-12-22
"64","944222157218942978","With all my Administration has done on Legislative Approvals (broke Harry Trumans Record), Regulation Cutting, Judicial Appointments, Building Military, VA, TAX CUTS &amp; REFORM, Record Economy/Stock Market and so much more, I am sure great credit will be given by mainstream news?",2017-12-22
"65","944210183089254400","The President has accomplished some absolutely historic things during this past year. Thank you Charlie Kirk of Turning Points USA. Sadly, the Fake Mainstream Media will NEVER talk about our accomplishments in their end of year reviews. We are compiling a long &amp; beautiful list.",2017-12-22
"66","944192071535153152","At some point, and for the good of the country, I predict we will start working with the Democrats in a Bipartisan fashion. Infrastructure would be a perfect place to start. After having foolishly spent $7 trillion in the Middle East, it is time to start rebuilding our country!",2017-12-22
"67","944188445748015105","So true! https://t.co/1c8hu6O5t9",2017-12-22
"68","944187730564714497","Our big and very popular Tax Cut and Reform Bill has taken on an unexpected new source of love - that is big companies and corporations showering their workers with bonuses. This is a phenomenon that nobody even thought of, and now it is the rage. Merry Christmas!",2017-12-22
"69","943908041803657216","THANK YOU to everyone who joined me at the @WhiteHouse yesterday. Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/9HgcBKDSxo https://t.co/dTMU8OwmWB",2017-12-21
"70","943856675294982145","House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts. House Republicans, dont let this happen. Pass the C.R. TODAY and keep our Government OPEN!",2017-12-21
"71","943842608631238656","Home Sales hit BEST numbers in 10 years! MAKE AMERICA GREAT AGAIN",2017-12-21
"72","943824695144697857","Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake News Hate Shows should study your formula for success!",2017-12-21
"73","943819430735372289","The Massive Tax Cuts, which the Fake News Media is desperate to write badly about so as to please their Democrat bosses, will soon be kicking in and will speak for themselves. Companies are already making big payments to workers. Dems want to raise taxes, hate these big Cuts!",2017-12-21
"74","943598090069536768","WE ARE MAKING AMERICA GREAT AGAIN! https://t.co/HY353gXV0R",2017-12-20
"75","943543958730309633","We are delivering HISTORIC TAX RELIEF for the American people!
#TaxCutsandJobsAct https://t.co/lLgATrCh5o",2017-12-20
"76","943534069287194626","Together, we are MAKING AMERICA GREAT AGAIN! https://t.co/47k9i4p3J2",2017-12-20
"77","943521141062238208","I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically &amp; politically on the passing in the Senate of the MASSIVE TAX CUT &amp; Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES!",2017-12-20
"78","943489378462130176","The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs!",2017-12-20
"79","943362605258813441","The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (ObamaCare)Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M.",2017-12-20
"80","943213901625294849","Congratulations to Paul Ryan, Kevin McCarthy, Kevin Brady, Steve Scalise, Cathy McMorris Rodgers and all great House Republicans who voted in favor of cutting your taxes!",2017-12-19
"81","943135588496093190","A  story in the @washingtonpost that I was close to rescinding the nomination of Justice Gorsuch prior to confirmation is FAKE NEWS. I never even wavered and am very proud of him and the job he is doing as a Justice of the U.S. Supreme Court. The unnamed sources dont exist!",2017-12-19
"82","943079382163353600","Stocks and the economy have a long way to go after the Tax Cut Bill is totally understood and appreciated in scope and size. Immediate expensing will have a big impact. Biggest Tax Cuts and Reform EVER passed. Enjoy, and create many beautiful JOBS!",2017-12-19
"83","943074475209355264","DOW RISES 5000 POINTS ON THE YEAR FOR THE FIRST TIME EVER - MAKE AMERICA GREAT AGAIN!",2017-12-19
"84","942921051721338880","Together, our task is to strengthen our families, to build up our communities, to serve our citizens, and to celebrate AMERICAN GREATNESS as a shining example to the world.... https://t.co/ds6tZlgJpA",2017-12-19
"85","942904686125965312","With the strategy that I announced today, we are declaring that AMERICA is in the game and AMERICA is DETERMINED to WIN!

OUR FOUR PILLARS OF NATIONAL SECURITY STRATEGY: https://t.co/B3POaMVID8",2017-12-18
"86","942883507868782592","70 Record Closes for the Dow so far this year! We have NEVER had 70 Dow Records in a one year period. Wow!",2017-12-18
"87","942882250089271297","Thank you Maria B! https://t.co/v1UR63CqLK",2017-12-18
"88","942881716913438720","So true Ivanka! https://t.co/BNGUJG69Ki",2017-12-18
"89","942857031693799425","As the world watches, we are days away from passing HISTORIC TAX CUTS for American families and businesses. It will be the BIGGEST TAX CUT and TAX REFORM in the HISTORY of our country! https://t.co/EvcAkjuf8w",2017-12-18
"90","942854056162332677","When the American People speak, ALL OF US should listen. Just over one year ago, you spoke loud and clear. On November 8, 2016, you voted to MAKE AMERICA GREAT AGAIN! https://t.co/3AOv53S0PU",2017-12-18
"91","942851788461563906","Over the past 11 months, I have travelled tens of thousands of miles, to visit 13 countries. I have met with more than 100 world leaders and everywhere I traveled, it was my highest privilege and greatest honor to represent the AMERICAN PEOPLE! https://t.co/7SDsEeIhJH",2017-12-18
"92","942840800853024770","Our deepest sympathies and most heartfelt prayers are with the victims of the train derailment in Washington State. We are closely monitoring the situation and coordinating with local authorities... https://t.co/Gyf5BdVm4G",2017-12-18
"93","942829676699021312","My thoughts and prayers are with everyone involved in the train accident in DuPont, Washington. Thank you to all of our wonderful First Responders who are on the scene. We are currently monitoring here at the White House.",2017-12-18
"94","942827072824672262","The train accident that just occurred in DuPont, WA shows more than ever why our soon to be submitted infrastructure plan must be approved quickly. Seven trillion dollars spent in the Middle East while our roads, bridges, tunnels, railways (and more) crumble! Not for long!",2017-12-18
"95","942721681130483712","Ivanka Trump will be interviewed on @foxandfriends.",2017-12-18
"96","942717030091943936","Remember, Republicans are 5-0 in Congressional Races this year. The media refuses to mention this. I said Gillespie and Moore would lose (for very different reasons), and they did. I also predicted  I would win. Republicans will do well in 2018, very well! @foxandfriends",2017-12-18
"97","942551516564639744","More than a century after conquering flight, the #WrightBrothers continue to motivate &amp; inspire Americans, who never tire of exploration &amp; innovation. This GREAT AMERICAN SPIRIT can be found in the design of every new supersonic jet and next generation: https://t.co/NeKPMgkdg8 https://t.co/pODjl00lAy",2017-12-18
"98","942503059103604736","Wonderful weekend at Camp David. A very special place. A lot of very important work done. Heading back to the @WhiteHouse now. https://t.co/cKxlsdr1ut",2017-12-17
"99","942439739264831488","As a candidate, I promised we would pass a massive TAX CUT for the everyday working American families who are the backbone and the heartbeat of our country. Now, we are just days away... https://t.co/MADTGUMktX",2017-12-17
"100","942130137734242305","WEEKLY ADDRESS<ú<ø https://t.co/1sH20Hb33x",2017-12-16
"101","942123433873281024","TAX CUTS will increase investment in the American economy and in U.S. workers, leading to higher growth, higher wages, and more JOBS! https://t.co/4GxM8psMU1",2017-12-16
"102","942044657613230080","Congratulations to two great and hardworking guys, Corey Lewandowski and David Bossie, on the success of their just out book, Let Trump Be Trump. Finally people with real knowledge are writing about our wonderful and exciting campaign!",2017-12-16
"103","941868639199916037","Great job Kevin, we are all proud of you! https://t.co/K6hEEaOxKt",2017-12-16
"104","941867829397254144","RT @RepKristiNoem: A lot of tough decisions got us to this point, but were closer than weve been in 30+ years to a fairer tax code that k&",2017-12-16
"105","941867753677426688","RT @SpeakerRyan: For individuals and families, the final Tax Cuts &amp; Jobs Act:
lowers individual taxes
nearly doubles the standard deducti&",2017-12-16
"106","941867661310545920","RT @PressSec: .@POTUS historic tax cuts + doubling of the child tax credit will do infinitely more to empower working moms than liberals' p&",2017-12-16
"107","941820213518938112","DOW, S&amp;P 500 and NASDAQ close at record highs! #MAGA https://t.co/hvqwnqSGuG",2017-12-16
"108","941789515248750592","Today, it was my tremendous honor to visit Marine Helicopter Squadron One (HMX-1) at the Marine Corps Air Facility in Quantico, Virginia. 

I am honored to serve as your Commander-in-Chief. On behalf of an entire Nation, THANK YOU for your sacrifice and service. We love you! https://t.co/eLOTc7do52",2017-12-15
"109","941756992070307845","You are always there for us  THE MEN AND WOMEN IN BLUE.

Thank you to our police, thank you to our sheriffs, and thank you to our law enforcement families. God Bless you all, and GOD BLESS AMERICA! #LESM https://t.co/9ejiddVL9h",2017-12-15
"110","941723524921724928","To each member of the graduating class from the National Academy at Quantico, CONGRATULATIONS! https://t.co/bGT8S33ZLU",2017-12-15
"111","941667918214987776","It was my honor. THANK YOU! https://t.co/1LvqbRQ1bi",2017-12-15
"112","941449449850761217","RT @GOPChairwoman: .@realDonaldTrump is the Paycheck President. Learn how the tax bill will put more money in your pocket &amp; how to contact&",2017-12-14
"113","941417725833998340","Manufacturing Optimism Rose to Another All-Time High in the Latest @ShopFloorNAM Outlook Survey https://t.co/LuV4BMp0Xc",2017-12-14
"114","941406242785955841","In 1960, there were approximately 20,000 pages in the Code of Federal Regulations. Today there are over 185,000 pages, as seen in the Roosevelt Room.

Today, we CUT THE RED TAPE! It is time to SET FREE OUR DREAMS and MAKE AMERICA GREAT AGAIN! https://t.co/teAVNzjvcx",2017-12-14
"115","941404173433794561","When Americans are free to thrive, innovate, &amp; prosper, there is no challenge too great, no task too large, &amp; no goal beyond our reach. 

We are a nation of explorers, pioneers, innovators &amp; inventors. We are nation of people who work hard, dream big, &amp; who never, ever give up... https://t.co/9LVdp6zOgZ",2017-12-14
"116","941400670766321666","Today, we gathered in the Roosevelt Room for one single reason: to CUT THE RED TAPE! For many decades, an ever-growing maze of regs, rules, and restrictions has cost our country trillions of dollars, millions of jobs, countless American factories, &amp; devastated entire industries. https://t.co/ostXOVnckf",2017-12-14
"117","941353395121741825","As a candidate, I promised we would pass a massive tax cut for the everyday, working Americans. If you make your voices heard, this moment will be forever remembered as a great new beginning  the dawn of a brilliant American future shining with PATRIOTISM, PROSPERITY AND PRIDE! https://t.co/exsBzrlCdw",2017-12-14
"118","941291666564141057","Republican Tax Cuts are looking very good. All are working hard. In the meantime, the Stock Market hit another record high!",2017-12-14
"119","941094961482780672","Thank you Omarosa for your service! I wish you continued success.",2017-12-13
"120","940955920967880704","If last nights election proved anything, it proved that we need to put up GREAT Republican candidates to increase the razor thin margins in both the House and Senate.",2017-12-13
"121","940930017365778432","Wow, more than 90% of Fake News Media coverage of me is negative, with numerous forced retractions of untrue stories. Hence my use of Social Media, the only way to get the truth out. Much of Mainstream Meadia has become a joke! @foxandfriends",2017-12-13
"122","940904649728708609","The reason I originally endorsed Luther Strange (and his numbers went up mightily), is that I said Roy Moore will not be able to win the General Election.  I was right! Roy worked hard but the deck was stacked against him!",2017-12-13
"123","940795587733151744","Congratulations to Doug Jones on a hard fought victory. The write-in votes played a very big factor, but a win is a win. The people of Alabama are great, and the Republicans will have another shot at this seat in a very short period of time. It never ends!",2017-12-13
"124","940706127309926400","Wishing all of those celebrating #Hanukkah around the world a happy and healthy eight nights in the company of those they love. https://t.co/A5W0PDWBxp https://t.co/D9MVVPq39x",2017-12-12
"125","940588025964265472","Consumer Confidence is at an All-Time High, along with a Record High Stock Market. Unemployment is at a 17 year low. MAKE AMERICA GREAT AGAIN! Working to pass MASSIVE TAX CUTS (looking good).",2017-12-12
"126","940584383605563392","The people of Alabama will do the right thing. Doug Jones is Pro-Abortion, weak on Crime, Military and Illegal Immigration, Bad for Gun Owners and Veterans and against the WALL. Jones is a Pelosi/Schumer Puppet. Roy Moore will always vote with us. VOTE ROY MOORE!",2017-12-12
"127","940567812053053441","Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office begging for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill &amp; Crooked-USED!",2017-12-12
"128","940554567414091776","Despite thousands of hours wasted and many millions of dollars spent, the Democrats have been unable to show any collusion with Russia - so now they are moving on to the false accusations and fabricated stories of women who I dont know and/or have never met. FAKE NEWS!",2017-12-12
"129","940223974985871360","Another false story, this time in the Failing @nytimes, that I watch 4-8 hours of television a day - Wrong!  Also, I seldom, if ever, watch CNN or MSNBC, both of which I consider Fake News. I never watch Don Lemon, who I once called the dumbest man on television! Bad Reporting.",2017-12-11
"130","939967625362276354","Very little discussion of all the purposely false and defamatory stories put out this week by the Fake News Media. They are out of control - correct reporting means nothing to them. Major lies written, then forced to be withdrawn after they are exposed...a stain on America!",2017-12-10
"131","939851058788134913","Getting closer and closer on the Tax Cut Bill. Shaping up even better than projected. House and Senate working very hard and smart. End result will be not only important, but SPECIAL!",2017-12-10
"132","939849867438034944","Things are going really well for our economy, a subject the Fake News spends as little time as possible discussing! Stock Market hit another RECORD HIGH, unemployment is now at a 17 year low and companies are coming back into the USA. Really good news, and much more to come!",2017-12-10
"133","939680422493073408","No American should be separated from their loved ones because of preventable crime committed by those illegally in our country. Our cities should be Sanctuaries for Americans  not for criminal aliens! https://t.co/CvtkCG1pln",2017-12-10
"134","939642796289470464","Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEFS TROPHY! Congratulations!",2017-12-09
"135","939640619105910784","Great Army - Navy Game. Army wins 14 to 13 and brings home the COMMANDER-IN-CHIEFS TROPHY (last time was 1996). Wow! Congratulations!",2017-12-09
"136","939634404267380736",".@daveweigel of the Washington Post just admitted that his picture was a FAKE (fraud?) showing an almost empty arena last night for my speech in Pensacola when, in fact, he knew the arena was packed (as shown also on T.V.). FAKE NEWS, he should be fired.",2017-12-09
"137","939616077356642304",".@DaveWeigel @WashingtonPost put out a phony photo of an empty arena hours before I arrived @ the venue, w/ thousands of people outside, on their way in. Real photos now shown as I spoke. Packed house, many people unable to get in. Demand apology &amp; retraction from FAKE NEWS WaPo! https://t.co/XAblFGh1ob",2017-12-09
"138","939564681743814661","Have a great game today, @USArmy and @USNavy - I will be watching. 

We love our U.S. Military. On behalf of an entire Nation, THANK YOU for your sacrifice and service! 
#ArmyNavyGame #USA<ú<ø https://t.co/8m1W9rFwIh",2017-12-09
"139","939560154269405184","It was my great honor to celebrate the opening of two extraordinary museums-the Mississippi State History Museum &amp; the Mississippi Civil Rights Museum. We pay solemn tribute to our heroes of the past &amp; dedicate ourselves to building a future of freedom, equality, justice &amp; peace. https://t.co/5AkgVpV8aa",2017-12-09
"140","939521466634326016","Heading to the great state of Mississippi at the invitation of their popular and respected Governor, @PhilBryantMS. Look forward to seeing the new Civil Rights Museum!",2017-12-09
"141","939485131693322240","CNNS slogan is CNN, THE MOST TRUSTED NAME IN NEWS. Everyone knows this is not true, that this could, in fact, be a fraud on the American Public. There are many outlets that are far more trusted than Fake News CNN. Their slogan should be CNN, THE LEAST TRUSTED NAME IN NEWS!",2017-12-09
"142","939480342779580416","Fake News CNN made a vicious and purposeful mistake yesterday. They were caught red handed, just like lonely Brian Ross at ABC News (who should be immediately fired for his mistake). Watch to see if @CNN fires those responsible, or was it just gross incompetence?",2017-12-09
"143","939477807813595136","A big contingent of very enthusiastic Roy Moore fans at the rally last night. We cant have a Pelosi/Schumer Liberal Democrat, Jones, in that important Alabama Senate seat. Need your vote to Make America Great Again! Jones will always vote against what we must do for our Country.",2017-12-09
"144","939475127552618496","GREAT EVENING last night in Pensacola, Florida. Arena was packed to the rafters, the crowd was loud, loving and really smart. They definitely get whats going on. Thank you Pensacola!",2017-12-09
"145","939375570919612416","We believe that every American should stand for the National Anthem, and we proudly pledge allegiance to one NATION UNDER GOD! https://t.co/r2ITtWwfVs",2017-12-09
"146","939355447273906182","This is your land, this is your home, and it's your voice that matters the most. So speak up, be heard, and fight, fight, fight for the change you've been waiting for your entire life!

MERRY CHRISTMAS and THANK YOU Pensacola, Florida! https://t.co/geWGzpzRp6",2017-12-09
"147","939299624875118592","Just arrived at the Pensacola Bay Center. Join me LIVE on @FoxNews in 10 minutes! #MAGA https://t.co/RQFqOkcpNV",2017-12-09
"148","939274666404909056","On my way to Pensacola, Florida. See everyone soon! #MAGA https://t.co/ijwxVSYQ52",2017-12-08
"149","939208571253862400","The unemployment rate remains at a 17-year low of 4.1%. The unemployment rate in manufacturing dropped to 2.6%, the lowest ever recorded. The unemployment rate among Hispanics dropped to 4.7%, the lowest ever recorded...
@SecretaryAcosta @USDOL https://t.co/vou28s0yHN",2017-12-08
"150","939189419386470401","MAKE AMERICA GREAT AGAIN! https://t.co/64a93S07s7",2017-12-08
"151","939152197090148352","Fines and penalties against Wells Fargo Bank for their bad acts against their customers and others will not be dropped, as has incorrectly been reported, but will be pursued and, if anything, substantially increased. I will cut Regs but make penalties severe when caught cheating!",2017-12-08
"152","939149296389251072","LAST thing the Make America Great Again Agenda needs is a Liberal Democrat in Senate where we have so little margin for victory already. The Pelosi/Schumer Puppet Jones would vote against us 100% of the time. Hes bad on Crime, Life, Border, Vets, Guns &amp; Military. VOTE ROY MOORE!",2017-12-08
"153","939120304542101505","Big crowd expected today in Pensacola, Florida, for a Make America Great Again speech. We have done so much in so short a period of time...and yet are planning to do so much more! See you there!",2017-12-08
